City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
696,Muros,ES,42.7762,-9.0603,8.71,78,0,4.02,clear sky
697,Nagutskoye,RU,44.4415,42.8762,-10.88,97,99,0.7,light snow
698,Yerbogachen,RU,61.2767,108.0108,-21.85,98,100,2.17,overcast clouds
699,Tornio,FI,65.8481,24.1466,1.01,89,100,11.23,overcast clouds
700,Axim,GH,4.8699,-2.2405,26.27,83,100,2.77,overcast clouds
701,Chimore,BO,-16.9833,-65.1333,24.65,85,100,1.65,light rain
702,Mpanda,TZ,-6.3655,31.0409,18.87,93,100,0.25,overcast clouds
703,Inirida,CO,3.8653,-67.9239,31.21,56,54,1.12,broken clouds
704,Manaus,BR,-3.1019,-60.025,25.27,88,75,2.57,heavy intensity rain
705,Rodrigues Alves,BR,-7.738,-72.6509,25.11,81,99,2.5,overcast clouds
706,Dublin,US,37.7021,-121.9358,18.52,56,0,2.57,clear sky
707,Lewistown,US,40.5992,-77.5714,11.77,73,0,5.66,clear sky
708,Ubinskoye,RU,55.3068,79.6802,-27.08,100,100,1.22,overcast clouds
709,Natal,BR,-5.795,-35.2094,28.36,69,0,7.2,clear sky
710,Eureka,US,40.8021,-124.1637,15.37,77,60,1.34,broken clouds
711,Ilo,PE,-17.6394,-71.3375,25.48,78,0,6.69,clear sky
712,Neuquen,AR,-38.9516,-68.0591,33.94,26,0,2.57,clear sky
713,Kismayo,SO,-0.3582,42.5454,24.96,85,7,6.77,clear sky
714,Astara,AZ,38.5,48.6667,-0.01,98,100,1.98,snow
715,Jardim,BR,-21.4803,-56.1381,27.38,72,77,2.93,light rain
716,Morwell,AU,-38.2333,146.4,15.22,88,91,2.14,overcast clouds
717,Dicabisagan,PH,17.0818,122.4157,22.89,87,100,1.62,overcast clouds
718,Makokou,GA,0.5738,12.8642,24.94,52,36,1.1,scattered clouds
719,Kafanchan,NG,9.5833,8.3,23.19,17,98,2.77,overcast clouds
720,Gossas,SN,14.4912,-16.0642,27.71,15,39,3.23,scattered clouds
721,Soyo,AO,-6.1349,12.3689,26.47,84,21,4.29,few clouds
722,Kastamonu,TR,41.5,33.6667,-5.12,90,100,2.7,light snow
723,Goya,AR,-29.14,-59.2626,30.15,42,75,2.16,broken clouds
724,Sioux Lookout,CA,50.1001,-91.917,0.04,64,75,1.54,broken clouds
